X,Y,Z,Cu,HoleId,ClusterId
2866.34,5209.5,2487.32,0.61,35,0
2861.11,5210.7,2487.45,0.68,54,0
2869.67,5209.5,2480.19,0.66,35,0
2870.94,5209.5,2477.47,0.64,35,0
2856.28,5209.5,2508.92,0.68,35,0
2856.61,5210.7,2492.81,0.74,54,0
2860.8,5209.5,2499.22,0.65,35,0
2858.26,5209.5,2504.66,0.73,35,0
2847.3,5158.2,2564.1,0.92,5,0
2847.3,5158.2,2546.1,0.82,5,0
2894.6,5101.5,2543.8,1.23,68,0
2847.3,5158.2,2540.1,0.77,5,0
2847.3,5158.2,2570.1,0.92,5,0
2847.3,5158.2,2588.1,0.99,5,0
2894.6,5101.5,2597.3,0.78,68,0
2847.3,5158.2,2579.1,1.21,5,0
2829.1,5209.5,2567.19,0.99,35,0
2827.83,5209.5,2569.91,1.1,35,0
2837.98,5209.5,2548.16,0.74,35,0
2839.24,5209.5,2545.44,0.75,35,0
2822.76,5209.5,2580.79,0.85,35,0
2820.26,5209.5,2586.16,0.97,35,0
2847.3,5158.2,2576.1,1.21,5,0
2825.3,5209.5,2575.35,0.84,35,0
